#                 x      shearStress_xx      shearStress_xy      shearStress_xz      shearStress_yy      shearStress_yz      shearStress_zz                 U_x                 U_y                 U_z
              1e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
   1.0980980981e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
   1.1961961962e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.29429429429e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.39239239239e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.49049049049e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.58858858859e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.68668668669e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.78478478478e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.88288288288e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  1.98098098098e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.07907907908e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.17717717718e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.27527527528e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.37337337337e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.47147147147e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.56956956957e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
  2.66766766767e-06    9.1540718084e-05     -0.076034174058  -1.22847671417e-13  -0.000301558833575   5.27204148393e-15    4.7989066696e-05  -1.60034159289e-08     -0.133620810811   -1.4499916964e-17
